Date,Price,Open,High,Low,Vol.,Change %
11/10/21,70.125,66.71,70.37,64.505,0.06K,-3.39%
11/9/21,72.585,76.5,76.9,74.005,0.03K,-8.21%
11/8/21,79.075,80.77,80.77,77.005,0.05K,6.82%
11/5/21,74.025,73.16,74.64,73.03,0.08K,0.89%
11/4/21,73.375,77.525,77.525,72.815,0.06K,-4.14%
11/3/21,76.54,73.52,80.045,73.52,0.07K,13.22%
11/2/21,67.605,65.175,70.665,62.84,0.06K,3.02%
11/1/21,65.62,63.59,65.75,63.59,0.01K,1.16%
10/29/21,64.865,72.62,72.62,70,0.02K,-15.79%
10/28/21,77.032,78,80.6,78,0.03K,-11.27%
10/27/21,86.82,86.3,86.95,86,0.05K,-1.89%
10/26/21,88.495,90.15,90.2,87.8,0.06K,-0.17%
10/25/21,88.645,91,91,88,0.06K,1.49%
10/22/21,87.34,88.61,88.7,87,0.09K,-1.27%
10/21/21,88.465,90.645,90.66,87.815,0.04K,-5.33%
10/20/21,93.45,94.395,94.395,92.75,0.02K,3.91%
10/19/21,89.93,92.15,93.935,89.425,0.06K,-4.26%
10/18/21,93.935,89.35,100.4,89.35,0.04K,0.30%
10/15/21,93.65,104,104,92.57,0.15K,-8.34%
10/14/21,102.17,102.15,102.255,96.73,0.08K,9.14%
10/13/21,93.615,91.375,94.61,90.29,0.24K,9.24%
10/12/21,85.7,86.31,87.395,85,0.60K,0.57%
10/11/21,85.215,92,92.135,83.5,0.23K,-2.73%
10/8/21,87.605,95,95.675,83.7,0.15K,-9.30%
10/7/21,96.585,89.26,109.47,89.26,0.08K,-10.73%
10/6/21,108.19,131.025,132.93,101.555,0.18K,-6.75%
10/5/21,116.02,95,105.61,83.62,0.17K,20.04%
10/4/21,96.65,96.4,99.76,94.235,0.17K,3.23%
10/1/21,93.625,94.665,97.59,93.105,0.20K,-4.24%
9/30/21,97.775,94.92,96.3,93.18,0.05K,12.89%
9/29/21,86.609,86.5,86.5,86.5,0.08K,10.24%
9/28/21,78.565,83,84.15,78.95,0.08K,2.69%
9/27/21,76.505,75,76.97,75,0.28K,8.92%
9/24/21,70.24,68.3,70.89,68.255,0.35K,0.80%
9/23/21,69.685,68,70.71,68,0.61K,-2.80%
9/22/21,71.69,70.1,72.655,69.925,0.71K,-2.83%
9/21/21,73.78,72.525,75.105,71.25,0.36K,-2.04%
9/20/21,75.315,65.725,75.38,69.805,0.35K,15.69%
9/17/21,65.103,66.75,66.775,62.85,0.38K,2.93%
9/16/21,63.25,68.535,68.535,60.76,0.34K,-10.54%
9/15/21,70.705,71.925,77.275,69.725,0.62K,7.51%
9/14/21,65.765,64.55,66.395,64.55,1.13K,7.32%
9/13/21,61.28,59.35,62.25,59.35,1.02K,5.81%
9/10/21,57.916,56,57.995,55.775,1.18K,2.36%
9/9/21,56.58,55.6,57.23,54.73,1.06K,2.33%
9/8/21,55.29,54.175,55.575,53.56,1.43K,2.56%
9/7/21,53.91,53.075,54.185,51.285,2.16K,4.67%
9/3/21,51.505,51.8,52.55,51.29,1.29K,-0.79%
9/2/21,51.915,50.985,52.595,49.715,1.32K,3.35%
9/1/21,50.23,52.25,52.9,49.6,2.05K,-0.22%
8/31/21,50.34,48.58,50.47,48.58,0.20K,1.33%
8/30/21,49.68,48.85,49.43,48.7,0.09K,3.92%
8/27/21,47.806,47.806,47.806,47.806,,4.40%
8/26/21,45.79,44.215,45.845,44.2,0.32K,1.12%
8/25/21,45.285,45.83,46.13,44.775,1.00K,0.92%
8/24/21,44.87,43.625,45.07,43.625,0.16K,7.65%
8/23/21,41.68,42.275,43.535,40.61,0.59K,-0.63%
8/20/21,41.944,41.57,42.625,40.9,0.52K,3.83%
8/19/21,40.395,44.375,44.48,40.1,0.80K,-10.99%
8/18/21,45.385,46.395,47.525,42.795,0.63K,-3.33%
8/17/21,46.95,46.855,47.975,46.675,0.52K,-2.17%
8/16/21,47.99,46.25,48.215,46.25,0.42K,7.53%
8/13/21,44.63,44.415,45.4,44.375,0.76K,-2.70%
8/12/21,45.87,46.15,46.525,45.325,0.77K,-0.25%
8/11/21,45.985,44.975,46.525,44.575,0.52K,2.98%
8/10/21,44.655,44.39,45.025,44.215,0.89K,4.37%
8/9/21,42.785,43.095,43.57,42.45,1.22K,-0.78%
8/6/21,43.12,43.9,44.57,42.675,1.14K,0.51%
8/5/21,42.9,41.57,43.2,41.195,1.26K,1.53%
8/4/21,42.255,41.54,42.26,41.54,0.78K,2.45%
8/3/21,41.245,41.59,42.18,41.12,0.93K,-2.16%
8/2/21,42.155,42.1,42.69,41.815,1.36K,3.44%
7/30/21,40.755,40.51,40.855,39.42,0.39K,-0.97%
7/29/21,41.154,40.35,40.88,40.05,0.72K,3.66%
7/28/21,39.7,38.465,39.715,38.415,0.51K,5.61%
7/27/21,37.59,37.695,37.705,37.26,0.56K,1.83%
7/26/21,36.915,36.14,37.025,35.91,0.17K,3.91%
7/23/21,35.525,35.815,35.94,35.1,0.53K,-1.67%
7/22/21,36.13,35.675,36.435,35.65,0.59K,0.50%
7/21/21,35.95,35.5,36.2,35.46,0.37K,2.23%
7/20/21,35.165,35.095,35.315,34.625,0.52K,-1.36%
7/19/21,35.65,36.45,36.81,35.615,0.42K,2.32%
7/16/21,34.84,35.1,35.525,34.6,0.46K,3.09%
7/15/21,33.795,34.2,34.605,33.61,0.46K,-2.82%
7/14/21,34.775,34.835,35.175,33.405,0.62K,-1.95%
7/13/21,35.465,34.305,35.835,34.145,0.94K,2.35%
7/12/21,34.65,35.235,36.15,34.395,1.14K,-5.41%
7/9/21,36.632,35.84,36.85,35.565,0.66K,9.97%
7/8/21,33.31,32.29,33.875,31.47,1.19K,3.00%
7/7/21,32.34,34.315,36.23,32.345,1.15K,-5.18%
7/6/21,34.105,37.25,38.365,33.08,1.43K,-4.81%
7/2/21,35.827,34.925,36.87,34.925,1.21K,-0.88%
7/1/21,36.145,35.5,36.955,35.45,0.63K,4.40%
6/30/21,34.62,33.875,34.925,33.74,1.46K,3.39%
6/29/21,33.486,32.855,33.825,32.855,0.30K,3.70%
6/28/21,32.29,32.1,32.38,31.75,0.79K,-0.29%
6/25/21,32.385,31.95,32.4,31.95,0.55K,1.16%
6/24/21,32.015,31.55,32.025,31.41,0.95K,1.49%
6/23/21,31.545,31.35,31.685,30.565,0.55K,2.64%
6/22/21,30.735,30.05,30.835,29.99,0.59K,3.78%
6/21/21,29.615,29.97,30.2,29.305,0.70K,0.71%
6/18/21,29.405,28.935,29.61,28.8,0.60K,3.87%
6/17/21,28.31,27.8,28.67,27.7,1.08K,1.00%
6/16/21,28.03,28,28.775,27.74,1.30K,-0.37%
6/15/21,28.135,28.3,28.705,27.91,1.01K,-2.34%
6/14/21,28.81,29.1,29.315,28.575,0.86K,3.47%
6/11/21,27.845,28.5,28.595,27.7,0.46K,-2.93%
6/10/21,28.685,28.275,28.725,27.705,0.68K,1.36%
6/9/21,28.3,27.9,28.425,27.805,0.69K,1.80%
6/8/21,27.8,27.475,27.85,27.35,0.64K,4.95%
6/7/21,26.49,25.9,26.665,25.9,0.36K,2.69%
6/4/21,25.795,25.75,26.025,25.45,0.41K,0.35%
6/3/21,25.705,26.25,26.25,25.675,0.47K,-0.08%
6/2/21,25.725,25.7,26.1,25.28,1.03K,-0.96%
6/1/21,25.975,25.18,26.23,25.18,0.77K,4.19%
5/28/21,24.93,25.1,25.2,24.62,0.40K,-1.07%
5/27/21,25.2,25.645,26.1,25.275,0.56K,-4.64%
5/26/21,26.425,26.775,26.915,26.4,0.71K,0.90%
5/25/21,26.19,25.25,26.15,25.25,0.86K,5.78%
5/24/21,24.76,24.475,24.85,24.455,0.40K,-0.14%
5/21/21,24.795,25.3,25.55,24.6,0.98K,0.45%
5/20/21,24.685,23.1,24.565,23.05,0.94K,8.91%
5/19/21,22.665,24.05,24.125,22.57,1.00K,-8.65%
5/18/21,24.81,25.4,25.775,24.645,1.31K,-5.70%
5/17/21,26.31,26.1,26.63,25.7,1.23K,-1.94%
5/14/21,26.83,26.35,26.875,26.35,0.67K,2.21%
5/13/21,26.25,25.75,26.3,24.975,1.37K,-0.64%
5/12/21,26.42,26.44,26.45,25.8,1.12K,2.38%
5/11/21,25.805,24.8,25.995,24.75,0.97K,2.44%
5/10/21,25.19,25.175,25.2,24.825,1.09K,5.22%
5/7/21,23.94,24.225,24.225,23.875,0.69K,-1.60%
5/6/21,24.33,24.13,24.95,24.13,1.08K,1.54%
5/5/21,23.96,23.4,23.965,23.325,0.63K,3.95%
5/4/21,23.05,24.105,24.105,22.995,0.72K,-3.21%
5/3/21,23.815,23.815,23.815,23.815,,2.28%
4/30/21,23.285,22.965,23.32,22.73,0.77K,3.49%
4/29/21,22.5,21.665,22.575,21.575,0.47K,4.38%
4/28/21,21.555,21.79,22.02,21.55,0.71K,0.70%
4/27/21,21.405,19.93,21.5,19.75,0.74K,7.03%
4/26/21,20,20.2,20.46,19.975,0.95K,-0.22%
4/23/21,20.045,20.8,20.8,19.71,0.18K,-6.20%
4/22/21,21.37,21.3,21.54,21.3,0.46K,1.23%
4/21/21,21.11,21.015,21.25,20.85,2.02K,0.21%
4/20/21,21.065,20.85,21.335,20.675,1.40K,0.60%
4/19/21,20.94,20.875,21.12,20.85,1.43K,1.95%
4/16/21,20.54,20.625,20.8,20.5,0.43K,1.38%
4/15/21,20.26,19.9,20.385,19.85,0.60K,2.95%
4/14/21,19.68,19.6,19.775,19.6,2.03K,0.87%
4/13/21,19.51,19.72,19.85,19.47,1.16K,-0.71%
4/12/21,19.65,19.395,19.725,19.26,1.48K,3.75%
4/9/21,18.94,19.35,19.365,18.9,1.18K,-0.26%
4/8/21,18.99,19.325,19.45,18.975,0.63K,-1.53%
4/7/21,19.285,19.65,19.725,19.175,0.83K,-2.50%
4/6/21,19.78,19.745,19.825,19.6,0.39K,3.18%
4/5/21,19.17,19.17,19.17,19.17,,0.00%
4/1/21,19.17,19,19.275,19,,0.92%
3/31/21,18.995,19.05,19.17,18.7,0.48K,1.01%
3/30/21,18.805,18.2,18.85,18.2,0.78K,1.95%
3/29/21,18.445,18.26,18.595,18.125,0.82K,-1.36%
3/26/21,18.7,18.6,18.82,18.575,1.21K,1.82%
3/25/21,18.365,18.6,18.6,18.275,1.49K,-1.21%
3/24/21,18.59,18.65,18.825,18.025,1.96K,1.09%
3/23/21,18.39,17.85,18.4,17.625,1.76K,1.91%
3/22/21,18.045,17.27,18.075,17.27,1.81K,4.52%
3/19/21,17.265,17.35,17.5,17.235,1.14K,-2.79%
3/18/21,17.76,18.16,18.4,17.5,0.90K,-1.17%
3/17/21,17.97,17.45,18.11,17.45,0.64K,1.76%
3/16/21,17.66,17.83,17.83,17.275,0.82K,-1.51%
3/15/21,17.93,18.17,18.88,17.87,0.88K,-2.82%
3/12/21,18.45,17.97,18.565,17.93,0.71K,1.79%
3/11/21,18.125,17.475,18.155,17.475,1.18K,2.81%
3/10/21,17.63,17.15,17.7,17.15,0.59K,4.17%
3/9/21,16.925,16.375,16.975,16.375,0.46K,4.80%
3/8/21,16.15,16.55,16.55,16.125,0.75K,-1.31%
3/5/21,16.365,15.85,16.45,15.775,0.58K,2.73%
3/4/21,15.93,15.59,15.975,15.575,0.53K,2.61%
3/3/21,15.525,15.6,15.68,15.5,0.46K,-2.17%
3/2/21,15.87,16.005,16.03,15.8,0.60K,-1.31%
3/1/21,16.08,16,16.1,15.925,0.36K,2.45%
2/26/21,15.695,15.95,15.975,15.55,0.44K,-1.51%
2/25/21,15.935,16.4,16.4,16.065,0.42K,-2.72%
2/24/21,16.38,16.125,16.35,16.05,0.77K,0.80%
2/23/21,16.25,16.1,16.4,16.05,0.42K,1.82%
2/22/21,15.96,16.25,16.25,15.825,0.50K,-3.59%
2/19/21,16.555,17.325,17.45,16.465,0.77K,-4.47%
2/18/21,17.33,16.9,17.35,16.84,1.00K,4.78%
2/17/21,16.54,17.15,17.3,16.4,1.08K,-1.05%
2/16/21,16.715,16.75,16.95,16.35,1.31K,-5.14%
2/12/21,17.62,17.07,17.65,16.95,0.60K,1.41%
2/11/21,17.375,18.15,18.15,17.375,1.63K,-6.38%
2/10/21,18.56,18.85,19.025,18.45,0.51K,-2.55%
2/9/21,19.045,18.855,19.305,18.75,0.58K,-5.62%
2/8/21,20.18,20.375,20.375,19.6,0.48K,9.79%
2/5/21,18.38,18.55,18.9,18.3,1.05K,1.43%
2/4/21,18.12,17.85,18.35,17.75,0.80K,1.48%
2/3/21,17.855,17.65,17.75,17.35,0.43K,-2.16%
2/2/21,18.25,18.2,18.5,18.105,0.35K,0.61%
2/1/21,18.14,19.05,19.05,17.875,0.84K,-8.48%
1/29/21,19.82,20.6,20.6,19.595,0.44K,-5.21%
1/28/21,20.91,20.6,20.875,20.35,0.29K,6.14%
1/27/21,19.7,19,19.9,18.9,0.38K,0.97%
1/26/21,19.51,19.8,20.075,19.175,0.79K,-3.22%
1/25/21,20.16,22.15,22.15,20.05,1.05K,-6.17%
1/22/21,21.485,20.75,21.5,20.75,0.94K,7.08%
1/21/21,20.065,19.825,20.5,19.55,0.43K,-0.96%
1/20/21,20.26,21.4,21.6,19.935,0.68K,-0.32%
1/19/21,20.325,19.1,20.4,18.9,1.05K,0.62%
1/15/21,20.2,20.1,20.4,19.625,0.52K,-5.32%
1/14/21,21.335,21.25,21.25,20.32,0.34K,-0.77%
1/13/21,21.5,23.475,23.9,21.6,0.54K,-17.80%
1/12/21,26.155,23.24,26.085,23.2,0.14K,18.21%
1/11/21,22.125,21.35,22.54,21.2,0.46K,9.97%
1/8/21,20.12,20.4,20.7,19.89,0.39K,4.22%
1/7/21,19.305,18.275,19.42,18.275,0.18K,9.91%
1/6/21,17.565,17.875,18.52,17.375,0.70K,-2.44%
1/5/21,18.005,18.905,18.95,17.925,0.51K,-9.27%
1/4/21,19.845,19.45,20.3,19.45,0.80K,3.76%
12/31/20,19.125,19.125,19.125,19.125,,0.66%
12/30/20,19,19.15,19.275,19.025,0.18K,1.20%
12/29/20,18.775,19,19,19,0.04K,-1.96%
12/28/20,19.15,19.15,19.15,19.15,,8.50%
12/24/20,17.65,17.65,17.65,17.65,,0.83%
12/23/20,17.505,17.65,17.65,17.5,0.08K,-0.74%
12/22/20,17.635,17.2,17.75,17.175,0.21K,5.00%
12/21/20,16.795,16.4,16.85,16.25,0.18K,5.73%
12/18/20,15.885,15.75,15.975,15.69,0.19K,-0.35%
12/17/20,15.94,16.175,16.325,15.9,0.19K,-2.69%
12/16/20,16.38,17.05,17.05,16.26,0.18K,-4.91%
12/15/20,17.225,17.1,17.265,16.66,0.22K,3.73%
12/14/20,16.605,16.45,16.925,16.45,0.16K,4.04%
12/11/20,15.96,15.525,15.825,15.3,0.18K,2.70%
12/10/20,15.54,15.3,15.55,15.275,0.32K,5.46%
12/9/20,14.735,14.35,14.735,14.35,0.13K,2.01%
12/8/20,14.445,14.3,14.63,14.3,0.71K,0.63%
12/7/20,14.355,14.1,14.4,14.1,0.40K,-1.98%
12/4/20,14.645,14.55,14.66,14.465,0.21K,3.53%
12/3/20,14.145,14.6,14.6,14,0.30K,-5.10%
12/2/20,14.905,14.45,14.95,14.45,0.36K,-0.03%
12/1/20,14.91,15.475,15.475,14.775,0.61K,-1.52%
11/30/20,15.14,14.985,15.2,14.95,0.06K,4.52%
11/27/20,14.485,13.835,14.6,13.8,0.77K,3.98%
11/25/20,13.93,14.15,14.275,13.8,0.35K,0.22%
11/24/20,13.9,13.45,13.9,13.45,0.30K,2.70%
11/23/20,13.535,13.3,13.625,13.3,0.13K,4.96%
11/20/20,12.895,12.7,12.91,12.6,0.41K,-0.96%
11/19/20,13.02,13.475,13.475,13,0.34K,-4.82%
11/18/20,13.68,13.85,13.95,13.59,0.22K,-2.08%
11/17/20,13.97,14.35,14.35,13.85,0.16K,-3.62%
11/16/20,14.495,14.425,14.6,14.42,0.29K,1.79%
11/13/20,14.24,14.2,14.325,14.175,0.28K,1.71%
11/12/20,14,14.05,14.15,13.95,0.29K,-0.67%
11/11/20,14.095,14.05,14.35,14.05,0.29K,0.43%
11/10/20,14.035,13.8,14.15,13.7,0.91K,1.30%
11/9/20,13.855,13.775,14.13,13.55,0.55K,-0.32%
11/6/20,13.9,14.115,14.15,13.885,0.78K,-3.84%
11/5/20,14.455,14.3,14.5,14.3,0.47K,4.11%
11/4/20,13.885,13.725,14.105,13.575,0.36K,1.61%
11/3/20,13.665,13.73,13.925,13.585,0.13K,0.07%
11/2/20,13.655,13.515,13.705,13.515,0.11K,-2.88%
10/30/20,14.06,14.335,14.385,13.925,0.24K,-1.09%
10/29/20,14.215,14.4,14.4,14.125,0.65K,-1.86%
10/28/20,14.485,14.525,14.65,14.4,0.64K,-1.76%
10/27/20,14.745,14.7,14.85,14.375,0.26K,-0.81%
10/26/20,14.865,15.15,15.39,15.15,0.14K,-3.54%
10/23/20,15.41,15.245,15.65,15.245,0.21K,1.02%
10/22/20,15.255,14.825,15.34,14.8,0.37K,2.62%
10/21/20,14.865,14.81,14.95,14.81,0.74K,-0.20%
10/20/20,14.895,14.56,14.98,14.56,1.82K,1.19%
10/19/20,14.72,14.65,14.75,14.65,0.07K,1.52%
10/16/20,14.5,14.525,14.65,14.425,0.07K,1.83%
10/15/20,14.24,14.175,14.175,13.9,0.56K,2.67%
10/14/20,13.87,13.74,13.945,13.74,0.07K,2.02%
10/13/20,13.595,13.69,13.7,13.49,0.35K,-1.77%
10/12/20,13.84,13.61,13.61,13.61,0.02K,0.62%
10/9/20,13.755,13.73,13.87,13.705,0.06K,-1.04%
10/8/20,13.9,13.75,14.05,13.75,0.05K,1.39%
10/7/20,13.71,13.425,13.69,13.425,0.03K,3.04%
10/6/20,13.305,13.225,13.365,13.225,0.09K,-0.86%
10/5/20,13.42,13.385,13.44,13.25,0.15K,3.03%
10/2/20,13.025,12.875,13.13,12.815,0.57K,-1.18%
10/1/20,13.18,13.35,13.405,13.11,0.51K,-0.79%
9/30/20,13.285,13.31,13.31,13.16,0.04K,8.18%
9/29/20,12.28,12.4,12.64,12.265,0.25K,-0.57%
9/28/20,12.35,12.06,12.06,11.95,0.08K,5.87%
9/25/20,11.665,11.5,11.695,11.4,0.35K,0.26%
9/24/20,11.635,11.95,11.95,11.66,0.18K,-3.20%
9/23/20,12.02,11.77,12.04,11.77,0.19K,2.69%
9/22/20,11.705,11.33,11.795,11.26,0.13K,1.83%
9/21/20,11.495,11.5,11.51,11.425,0.08K,0.17%
9/18/20,11.475,11.105,11.38,11.105,0.05K,3.19%
9/17/20,11.12,11.515,11.515,11.13,0.12K,-1.77%
9/16/20,11.32,11.2,11.445,11.2,0.10K,3.90%
9/15/20,10.895,10.85,10.87,10.815,0.05K,1.77%
9/14/20,10.705,10.725,10.8,10.65,0.15K,2.00%
9/11/20,10.495,10.4,10.435,10.37,0.11K,-0.19%
9/10/20,10.515,10.85,10.87,10.465,0.43K,-2.05%
9/9/20,10.735,10.6,10.95,10.6,0.25K,-0.60%
9/8/20,10.8,11.4,11.4,10.79,0.44K,-7.53%
9/4/20,11.68,12.105,12.105,11.85,0.06K,-0.47%
9/3/20,11.735,11.515,11.8,11.5,0.37K,5.63%
9/2/20,11.11,11.4,11.4,10.995,0.12K,-1.64%
9/1/20,11.295,11.2,11.835,11.2,0.38K,0.49%
8/31/20,11.24,11.24,11.24,11.24,,0.63%
8/28/20,11.17,11.125,11.175,11.125,0.02K,25.93%
8/27/20,8.87,9.25,9.275,8.9,1.24K,-3.06%
8/26/20,9.15,9.34,9.34,9.285,0.04K,3.21%
8/25/20,8.865,8.36,8.89,8.36,0.11K,6.04%
8/24/20,8.36,8.125,8.365,8.05,0.44K,9.71%
8/21/20,7.62,7.975,7.975,7.47,0.10K,-6.50%
8/20/20,8.15,8.325,8.375,8.225,0.58K,-2.45%
8/19/20,8.355,8.815,8.85,8.23,0.05K,-2.28%
8/18/20,8.55,8.225,8.72,8.225,0.15K,4.52%
8/17/20,8.18,8.26,8.51,8.15,0.10K,2.00%
8/14/20,8.02,7.45,8.15,7.38,0.33K,9.71%
8/13/20,7.31,7.4,7.48,7.285,0.14K,1.95%
8/12/20,7.17,7.175,7.175,7,0.20K,-3.30%
8/11/20,7.415,7.495,7.935,7.415,0.21K,-2.31%
8/10/20,7.59,8.28,8.28,7.95,0.07K,-4.29%
8/7/20,7.93,7.55,8.3,7.55,0.11K,-0.13%
8/6/20,7.94,7.75,7.95,7.75,0.05K,8.47%
8/5/20,7.32,7.37,7.405,7.28,0.23K,-0.48%
8/4/20,7.355,7.185,7.425,7.13,0.57K,8.16%
8/3/20,6.8,6.33,7,6.33,0.26K,12.86%
7/31/20,6.025,6,6,6,0.03K,15.31%
7/30/20,5.225,5.19,5.43,5.13,0.17K,0.97%
7/29/20,5.175,5.15,5.22,5.055,1.08K,4.33%
7/28/20,4.96,4.775,4.975,4.775,0.18K,3.66%
7/27/20,4.785,4.95,5.01,4.875,0.22K,-4.49%
7/24/20,5.01,5.025,5.04,4.895,0.13K,0.50%
7/23/20,4.985,4.925,5.125,4.925,0.22K,3.21%
7/22/20,4.83,4.82,4.915,4.725,0.29K,0.84%
7/21/20,4.79,4.9,4.975,4.765,0.52K,1.27%
7/20/20,4.73,4.95,4.98,4.71,0.25K,-7.53%
7/17/20,5.115,5.16,5.165,5.065,0.61K,1.09%
7/16/20,5.06,5.09,5.11,5,0.16K,-3.16%
7/15/20,5.225,5.35,5.395,5.225,0.12K,2.75%
7/14/20,5.085,5.16,5.18,4.99,1.22K,-0.49%
7/13/20,5.11,5.52,5.55,5.09,0.71K,-6.67%
7/10/20,5.475,5.57,5.585,5.425,0.11K,-4.87%
7/9/20,5.755,5.855,5.875,5.76,0.09K,-3.03%
7/8/20,5.935,6.09,6.19,5.86,0.13K,-3.10%
7/7/20,6.125,6.13,6.315,6.13,0.06K,0.49%
7/6/20,6.095,6.145,6.15,6.075,0.14K,2.52%
7/2/20,5.945,5.765,5.95,5.71,0.66K,1.36%
7/1/20,5.865,5.95,6.185,5.8,0.71K,-4.87%
6/30/20,6.165,6.105,6.455,6.025,0.26K,5.57%
6/29/20,5.84,5.4,5.87,5.4,0.51K,14.40%
6/26/20,5.105,5.065,5.23,5.045,0.21K,-2.85%
6/25/20,5.255,5.425,5.435,5.285,0.05K,-7.24%
6/24/20,5.665,5.825,5.845,5.68,0.30K,-2.83%
6/23/20,5.83,5.7,5.85,5.7,0.57K,6.10%
6/22/20,5.495,5.45,5.525,5.39,0.41K,-2.14%
6/19/20,5.615,5.55,5.675,5.55,0.30K,3.03%
6/18/20,5.45,5.425,5.525,5.325,0.67K,4.61%
6/17/20,5.21,5.2,5.275,4.995,0.66K,-0.95%
6/16/20,5.26,5.55,5.55,5.175,0.43K,-4.62%
6/15/20,5.515,5.45,5.575,5.4,0.34K,4.55%
6/12/20,5.275,5.15,5.44,5.15,0.51K,5.71%
6/11/20,4.99,4.775,5.03,4.775,0.38K,3.96%
6/10/20,4.8,4.7,4.85,4.625,0.59K,-0.10%
6/9/20,4.805,5.275,5.275,4.775,0.19K,-8.48%
6/8/20,5.25,5.6,5.775,5.255,0.28K,-8.06%
6/5/20,5.71,5.35,5.85,5.125,0.33K,5.94%
6/4/20,5.39,4.975,5.4,4.975,0.52K,1.13%
6/3/20,5.33,5.15,5.54,4.94,0.45K,9.90%
6/2/20,4.85,4.37,4.95,4.35,0.88K,19.61%
6/1/20,4.055,4.1,4.25,3.95,0.74K,-7.53%
5/29/20,4.385,4.425,4.5,4.4,0.05K,24.93%
5/28/20,3.51,3.7,3.85,3.5,1.57K,-5.01%
5/27/20,3.695,3.8,3.98,3.625,0.17K,-10.42%
5/26/20,4.125,4.35,4.91,4.25,0.41K,6.04%
5/22/20,3.89,3.75,4.06,3.65,0.22K,1.70%
5/21/20,3.825,3.965,4,3.79,0.03K,-14.24%
5/20/20,4.46,4.75,4.76,4.42,0.08K,-3.25%
5/19/20,4.61,4.775,4.825,4.61,0.14K,-6.30%
5/18/20,4.92,5.28,5.385,4.875,0.15K,-5.75%
5/15/20,5.22,5.4,5.425,5.175,0.36K,-0.85%
5/14/20,5.265,5.175,5.285,5.175,0.23K,2.83%
5/13/20,5.12,5.375,5.375,5.1,0.09K,-3.67%
5/12/20,5.315,5.575,5.625,5.28,0.27K,-6.84%
5/11/20,5.705,5.7,5.8,5.66,0.25K,-2.14%
5/8/20,5.83,5.83,5.83,5.83,,-0.26%
5/7/20,5.845,5.84,5.97,5.8,0.48K,1.39%
5/6/20,5.765,5.74,5.8,5.73,0.24K,1.59%
5/5/20,5.675,5.85,5.9,5.635,0.43K,-1.13%
5/4/20,5.74,5.9,5.9,5.705,0.72K,-1.80%
5/1/20,5.845,6.2,6.2,5.735,1.08K,-6.03%
4/30/20,6.22,6.325,6.33,6.2,0.06K,3.41%
4/29/20,6.015,6.015,6.015,6.015,,-2.12%
4/28/20,6.145,5.975,6.2,5.975,0.09K,3.45%
4/27/20,5.94,5.825,6,5.825,0.11K,2.95%
4/24/20,5.77,5.83,5.85,5.8,0.69K,-4.71%
4/23/20,6.055,6.15,6.15,6.04,0.11K,-2.73%
4/22/20,6.225,6.125,6.49,6.125,0.30K,-1.43%
4/21/20,6.315,6.6,6.6,6.305,0.25K,-4.61%
4/20/20,6.62,6.735,6.735,6.735,0.02K,-5.36%
4/17/20,6.995,7.18,7.18,6.96,0.44K,1.30%
4/16/20,6.905,6.98,6.98,6.925,0.04K,3.83%
4/15/20,6.65,6.825,6.85,6.745,0.36K,-3.27%
4/14/20,6.875,7.175,7.175,6.865,0.18K,-5.56%
4/13/20,7.28,7.28,7.28,7.28,,0.00%
4/9/20,7.28,7.475,7.525,7.235,0.21K,0.28%
4/8/20,7.26,7.3,7.4,7.26,0.49K,-0.34%
4/7/20,7.285,7.4,7.5,7.3,0.16K,0.00%
4/6/20,7.285,6.8,7.4,6.8,0.09K,5.27%
4/3/20,6.92,6.825,7.025,6.775,0.44K,-0.22%
4/2/20,6.935,7.275,7.275,6.86,0.41K,1.61%
4/1/20,6.825,6.725,6.85,6.725,1.02K,-1.09%
3/31/20,6.9,7.1,7.175,7.1,0.09K,0.07%
3/30/20,6.895,6.895,6.895,6.895,0.18K,-4.50%
3/27/20,7.22,7.25,7.335,7.17,1.00K,-4.69%
3/26/20,7.575,7.58,7.605,7.58,0.61K,-2.19%
3/25/20,7.745,7.765,7.765,7.765,0.06K,-2.09%
3/24/20,7.91,8.05,8.1,7.86,0.19K,0.76%
3/23/20,7.85,8.02,8.02,7.935,0.15K,-5.36%
3/20/20,8.295,8.295,8.295,8.295,0.08K,-2.93%
3/19/20,8.545,8.425,8.55,8.365,0.37K,3.39%
3/18/20,8.265,8.3,8.32,8.165,0.93K,-2.42%
3/17/20,8.47,8.775,8.775,8.425,0.74K,-3.09%
3/16/20,8.74,8.7,8.77,8.645,0.62K,-5.87%
3/13/20,9.285,9.36,9.635,9.255,0.35K,-0.43%
3/12/20,9.325,9.1,9.39,9.1,0.44K,-0.48%
3/11/20,9.37,8.975,9.38,8.975,0.29K,4.17%
3/10/20,8.995,8.875,9.05,8.84,0.68K,4.29%
3/9/20,8.625,8.275,8.625,8.275,0.41K,-0.23%
3/6/20,8.645,8.775,8.775,8.56,0.44K,-2.32%
3/5/20,8.85,8.9,8.9,8.825,0.91K,-0.67%
3/4/20,8.91,8.975,9.055,8.825,2.14K,-2.84%
3/3/20,9.17,9.02,9.21,9.02,0.45K,3.21%
3/2/20,8.885,9,9.05,8.795,1.62K,0.11%
2/28/20,8.875,8.65,8.95,8.65,0.17K,0.06%
2/27/20,8.87,8.87,8.87,8.87,,-2.21%
2/26/20,9.07,8.875,9.075,8.8,0.35K,0.72%
2/25/20,9.005,9,9,8.925,0.70K,-0.44%
